id,chessboard
lOU3lddA,8/8/2Q5/k1pK2p1/2P4p/5P1P/6P1/8 w - - 1 44
xYEVgk0W,r1bqkb1r/1pp2ppp/p1np1n2/4p3/B2PP3/5N2/PPP2PPP/RNBQK2R w KQkq - 0 6
QnXuc72h,1Q6/5pk1/5q2/4p1pK/6P1/7P/8/8 w - - 2 56
ejaSwZEr,Q2qk2r/p1p2pbp/1p3np1/3p4/8/4PN2/PP1P1PPP/RNB1K2R w KQk - 1 13
3ZfA3gFa,r1bqk2r/ppp2p1p/3p1n2/3Pp1B1/2P1P3/2b2Q1P/PP3PP1/R3KB1R w KQkq - 0 12
WoOqoYEL,8/3R2p1/p3Qb1p/1pp5/5P2/5kP1/r6P/6K1 w - - 1 41
EgoW2NiE,r6r/ppp1kppp/6b1/8/4P1P1/PPbP1n1P/R1PN4/2B1K2R w K - 0 18
ZctgRAt4,8/8/2N5/8/kp6/2Q5/P2K4/8 w - - 0 52
VuZ0dzhO,rnb1k2r/p3npp1/2p4p/1p1qN3/3P4/2P5/PP2QPPP/R1B1K2R w KQkq - 2 15
1cvi4Z6K,r3kbnr/1p3ppp/p2q4/2pN4/8/5N2/PPP2PPP/R1B1K2R w KQkq - 0 12
E83xJFBo,2k1r2r/p4pp1/2Np1b1p/8/8/8/PPP1NPPP/R3R1K1 w - - 1 20
hVSNfLer,1k6/ppp1n2p/3p4/4p2p/PP2P3/2PP3B/4n1PP/5r1K w - - 0 24
XyM6zTew,r3kbnr/pp3ppp/4q3/3N3Q/3p4/8/PPPP1PPP/R1B1K2R w KQkq - 2 12
5sEcA5zs,r4b1r/p3pkpp/3p4/2pp1b2/3Pn3/6P1/PPP1QP1P/RN2R1K1 w - - 0 16
wXnKMk3N,2k5/Bp3p1p/2p5/8/5N1P/3K4/PP5R/6r1 w - - 0 26
YPVYpEvm,5k2/3R4/5K2/4N3/6P1/8/PPP5/8 w - - 5 44
rth667hB,3rkb1r/p3q1pp/1p2Qn2/1Np5/4P3/5P1P/PPP3P1/R1B1K2R w KQk - 1 16
rb7lq7dT,2k2b1r/ppp2ppp/8/4PbB1/8/1PN5/P5rP/R1K4n w - - 0 20
hxMTrlzW,2bqr3/p1N2kb1/7p/6p1/1B1PQ3/8/PPP2PPP/2KR1R2 w - - 1 22
hfNJtVnd,4Q3/8/5K2/8/8/4P3/4k3/8 w - - 1 53
ijtzfFex,3r4/4Q3/3P2k1/8/5P1p/7B/5P1P/7K w - - 9 44
Uc64bIGE,r1b1r1k1/pp3ppp/1b1P3B/5P2/3q4/6Q1/P1n1B1PP/1N2KR2 w - - 2 19
o1qwAoUy,r2r3k/2q2pp1/1pn5/p1b1PbP1/P2p4/1P3N2/1B3P1P/RN2R1K1 w - - 0 20
voV4ekhS,8/p7/8/2k5/8/P6P/4K3/2q5 w - - 0 56
VUCRbEm8,r1b3k1/2p2pp1/7p/p2P4/1p1q4/1B4nP/PP2Q1P1/RN5K w - - 1 25
LDLdtyDj,4N3/6R1/pp6/2p2K1k/2P5/8/PP3PP1/8 w - - 7 48
Gr1n1AdP,3r2k1/p4r2/1pp1p3/2P2p2/PP1P1Pp1/3QB1Pp/6qP/3R2K1 w - - 1 36
1TpYTEKR,r1b3k1/3p1ppp/p1pR4/8/4r3/5BP1/PPP1R2P/2K5 w - - 1 22
AUzK1bj8,5r2/5PR1/4kPK1/8/8/8/8/8 w - - 1 89
R5SfPQiB,8/8/6pp/8/8/5k2/6q1/6K1 w - - 22 58
VXdhNTk5,5r1k/p4Qpp/1p6/2q2p2/2P2P2/8/P5PP/3RR2K w - - 5 29
kTRSenmv,7k/ppQ4p/6p1/2b1p1r1/4P3/5P1P/PPP2qP1/2R3RK w - - 5 29
FE7B5vY8,8/2pn2Qp/1nk2P2/4p3/4P3/5P2/7P/1r4K1 w - - 16 42
PEIWrbTQ,r1b1kb1r/4pppp/p4n2/Bp6/4P3/5N2/PPP2PPP/R2Q1RK1 w - - 2 15
8hlHAFPF,8/2p3pp/2p1r1k1/2P2p2/3P1K1P/8/5PP1/8 w - - 0 36
BwBDbyKq,8/8/8/8/1PQ5/k3K1P1/P6P/8 w - - 5 49
E41MaCB9,8/8/8/6kP/4K1P1/8/8/8 w - - 5 50
UVbhSOnA,8/5pk1/3r1p1p/p1R4P/2P1pK2/1P1pP2P/P7/8 w - - 0 38
HYMGpINp,r4Bk1/nb3p1p/4pnqK/pB1p2p1/Q2P4/4P3/P5PP/R6R w - - 4 25
L9UeFctE,8/p7/4B2p/7k/6R1/P1P2p1P/1P3r2/2K5 w - - 2 39
DbYHY9Bc,8/p5p1/7p/1p2n2P/k2p2P1/P7/3K4/8 w - - 2 41
7fftvkF6,2krr3/p1pnQ1p1/2p3p1/3p4/3P1BP1/2q5/P1P2P1P/1R2R1K1 w - - 2 18
IlQp1eqc,r2q1rk1/1b1nbppp/4pn2/2p3B1/2PP4/1Q2PN2/N3BPPP/R3R1K1 w - - 0 17
atgsbOBS,8/1p6/3Q4/pk6/1p6/1P3N1P/P4PPK/8 w - - 0 44
Kx4jd1Oo,r1b1r1k1/pppq1pbp/6p1/6B1/2P3nP/P4Q2/2nNBP2/5RK1 w - - 1 21
5vg0pHEg,1n2r3/4Npp1/5n1p/k1B5/8/6P1/1R2BP1P/2q3K1 w - - 0 28
5uNNVd3c,3r2k1/6p1/p1p3Np/1pp5/2P1q3/1P5P/P7/1RK5 w - - 0 34
aGVLNoTY,rnb2bnr/ppp4p/7k/3p1Qq1/2BPP2P/8/PPP2PP1/RN2K2R w KQ - 0 11
W4eyc9dH,r1b1k1nN/pppp2pp/4n3/2b5/2B1P3/3P4/PPP2qPP/RNBQK2R w KQq - 0 8
l2My0J1h,B6k/6p1/3P4/4P2p/8/3NK3/P5rP/8 w - - 0 36
eRHQGmr2,8/p1r2k2/1p5p/1n3pp1/1PR4P/4PPP1/4K3/4B3 w - - 1 37
D45fTp2y,1r4k1/p3qppp/6b1/Q2p4/2rNP3/K3PR1P/P5P1/8 w - - 4 32
lTOKfWMv,r3k2r/qp3pp1/p1p1b2p/3p4/N3P3/5BbP/PPP1QnP1/R6K w kq - 2 25
sd7oPNum,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 4 4
xLmd5oZZ,r2r3k/p6q/2p5/2p4Q/3p4/1B2P3/PP4PP/6K1 w - - 8 35
T3gAyyeH,1k6/6B1/Bn1p4/3Pp1n1/1Rp1P1P1/2N5/1PP2K2/7R w - - 2 37
HDPjH5bD,r4r1k/p1p3pp/3p2n1/2bQ4/1PP1p3/P2b1NPP/3P1P2/2q1K1NR w - - 0 21
cFSW3SMi,3rk1nr/p1q1n1bp/1pP2pp1/3Q4/2B3b1/BP3N2/P1P2PPP/RN2R1K1 w k - 3 15
wsNnVC6Y,r1k4r/pb3Q2/1pp1p2p/5p2/5B2/P7/1PP1NqB1/2KR3R w - - 4 23
UxvU6EN4,8/4B2p/1Q2b3/p1Pk4/4N3/8/P2N1PPK/R4R2 w - - 2 30
mjXUQnww,8/8/8/4P3/2K5/1PP5/P3k3/8 w - - 1 58
lC84DiKq,5r2/p5pk/3R3P/4p3/3pP3/1P1P4/8/r3K2R w - - 1 36
A17jdHS8,r4rk1/p1p1pp1p/2Q3p1/8/2P2n2/1P1q1P2/P2K3P/1R5R w - - 0 19
t5ixT6HN,8/ppp5/2k4n/2P4P/P2P1R2/3K4/8/8 w - - 3 42
8uZRNw8n,8/8/5k2/6N1/6K1/7n/8/8 w - - 0 50
vwQzM7Sg,r1b5/pp4kp/n1p2p2/6pQ/2pP4/2Pq4/PP4PP/4RR1K w - - 4 22
I4zyNfPo,6r1/8/Pp1k4/1n3Q2/8/8/1P3P2/5K2 w - - 6 45
6eQ92lsE,8/1R6/4k2B/4p3/4q3/6PP/8/7K w - - 4 49
8BLA0IOl,8/2B3R1/8/1PP2p1k/7P/4r1pK/6P1/6n1 w - - 6 59
pMcUNK5E,5k2/p5pp/7P/4b2K/5q2/P6r/8/8 w - - 3 40
Kzq2t2lB,6k1/p3Q2p/6p1/1P3pP1/P3nq2/B1P4P/K7/8 w - - 3 39
a0VRhASu,3rr3/5pk1/8/p1p3P1/Pp3R2/1P1n4/1q6/1K6 w - - 1 36
5gymGRgt,rn2k2r/ppp4p/6p1/3B1b2/3P4/2B5/PPP2PPP/R3K2R w KQ - 1 14
Vyrkyifp,5B2/P7/7R/1K4p1/5p2/1P3k1P/2r5/r3q3 w - - 2 52
exEzRx87,r4bkr/ppp3pp/2n2q2/3pp1N1/8/3P1Q1P/PPP2PP1/R1B1K2R w KQ - 1 11
i3YfxFdL,r6r/3qkpp1/p1p1pn2/3pN2b/1b3P1Q/1P1PP2P/PB1N2P1/R4RK1 w - - 3 17
8ctKV1wh,2r2k2/5p1p/8/5p2/1K3P2/1P2pnP1/R6P/8 w - - 0 38
jVXtr42v,2r2k2/R5Rp/5p2/8/2p4r/P3P2P/5PP1/6K1 w - - 1 33
ZXM2sX4y,7k/p5R1/7p/7P/7r/1p1P2R1/2P3K1/8 w - - 1 41
UFKSc5hH,r3r1k1/1b3pp1/1p2p2p/p1qp4/5Pn1/PQ4P1/1PP3BP/3R1R1K w - - 3 23
jhA7bDVC,r6r/1kp1Q1Rp/pp1p4/5p2/3q1P2/2N5/PPP3KP/4R3 w - - 1 27
vc2eo2Sh,r4rk1/5p2/1nq1p1pQ/p2p4/3P4/2N3R1/2P2PPP/4R1K1 w - - 0 26
WgPBuJD6,2k2nr1/pbp2pr1/1p1pp2Q/8/3PP3/2PBB3/P1P1KP2/8 w - - 9 25
WtFUCKgj,r1b1k1nr/p1p2pBp/2pb4/3p4/7N/1P2P3/P1PP3P/RN1QK2q w Qkq - 0 11
EQDn1BA7,r5k1/p5pp/1n2p3/3pN3/7b/2N5/PP4PP/R1B2q1K w - - 0 26
AbDhfpnX,8/8/8/kp6/6P1/r2K2R1/8/8 w - - 2 50
Ger5Zno3,5k2/Kq6/b7/8/8/8/8/8 w - - 19 54
JHH8PcNq,r1bq1b1r/ppp2kpp/3p1pn1/3Pp2Q/4P2N/1P6/1PP2PPP/RNB1K2R w KQ - 4 10
8Ie5Oesp,r4rk1/ppp3p1/2npp2p/2b1N1qn/4P3/2NP3P/PPP2PP1/R1BQ1RK1 w - - 1 12
HN5jnzyI,6k1/8/p4Q2/1pp5/5pP1/1P4q1/P5PK/8 w - - 12 58
GRAng26s,5k2/5pp1/pp6/2p4q/P3R3/3P1R2/1PP1K3/2b5 w - - 0 35
TaaLCuw6,r3k2r/ppp2ppp/3p4/8/2B1P1n1/2P5/PP2Qb1q/R1B2R1K w kq - 0 18
R2JFua6L,r1b3k1/pp3pp1/5n1p/8/4p3/BP6/P4PPP/4r1K1 w - - 0 21
LcPvndOa,8/1p3r2/1Pp2rk1/p2p2p1/P2P2Pp/B3P3/5PK1/5N2 w - - 9 55
oWSctoZp,r2qkr2/1ppbn1Q1/1pnp2p1/4p2p/2B1Pp2/3P1N2/PPPB1PPP/R3K2R w KQq - 0 14
m793jf7F,4r1k1/5p1p/6p1/pB6/P2PP1P1/1P2p3/6P1/2R4K w - - 1 32
UaulsArt,2kr3r/1ppqbbpp/p1n2p1n/8/2PPN3/1P3N2/PB2BPPP/R2Q1RK1 w - - 1 16
EL3LK94E,8/p5r1/5Q2/7k/8/P2P4/1PP5/1K6 w - - 0 36
PcXdgcJJ,8/p6Q/2k2pp1/2p5/6PK/7P/5q2/8 w - - 1 47
XGG3VNC9,r1b2k2/pp2R1p1/8/3B2B1/N2Q2n1/P7/1PP1KPP1/q7 w - - 1 24
n1hgevhj,8/ppk1q2p/1np1p3/3pPrp1/3P4/1PP3P1/P3Q1BP/1K6 w - - 0 29
q5P7mAB4,R2r4/2pk1p2/6r1/4p2p/1p2P2q/2PP1Q1P/1P3PP1/5RK1 w - - 3 25
sl4N6t22,8/2p5/8/8/8/3K4/5kp1/8 w - - 2 63
DhoFXYNH,r1b4r/ppp4p/3p2p1/3Q4/4P3/kBPKP3/Pq4PP/8 w - - 13 25
q6FmC8Id,7k/8/R5pp/8/1P1P4/1B6/P3r1PP/2r3K1 w - - 1 33
2CvZyh4h,r3k1nr/pp1q1pp1/2p3bp/1B1Pp3/Qb2P1P1/2N4P/PP3P2/R1B2RK1 w kq - 0 15
Psin3ost,3nkb1r/R5p1/2Pp3p/4p2b/2P5/1P2nN1P/1P1N1PP1/6K1 w k - 0 23
AaSSYIy6,8/8/2pk2P1/3p4/2r5/3K4/8/1q6 w - - 0 49
0lWtXgXo,8/p4k2/8/1p6/5P2/7K/2p5/8 w - - 0 47
IC0EFtA5,5rk1/ppp3pp/3p4/3Pp3/2B5/2PPbbP1/PP5P/4R2K w - - 2 21
L8gPU593,6k1/6P1/7K/p7/8/8/P5P1/3B4 w - - 1 62
0PVGpBvD,7k/5P2/6P1/6K1/8/8/8/8 w - - 0 65
2icRDIZI,8/3k4/5p1R/8/5P1K/6rq/8/8 w - - 0 61
ktRhE4Ky,1k1r2r1/R5Q1/p1pP1n2/8/5q2/2NR4/PP6/6K1 w - - 7 36
5AYA7mBv,R3Q3/6k1/8/6Pp/7P/8/3K4/5r2 w - - 7 49
qGThbTuM,7k/p5pp/P5r1/5p1N/3P3P/1PB1P1P1/8/R2b1RK1 w - - 0 31
pLR3kRgy,5k1r/1Q2ppb1/B2p3p/6p1/q7/5NP1/5PP1/5RK1 w - - 1 29
EdKqO9z1,5r2/p2k3p/1pb1p3/3p4/1B6/8/PP3PPP/R3K1NR w KQ - 2 20
sAjNrfSm,7k/6R1/5Bbp/8/1K6/5r2/8/8 w - - 1 56
BON8sFeZ,8/8/4p1r1/4k2K/8/7p/8/8 w - - 0 60
PREaBSqk,r2q2kr/1pp1bp2/p2p1nnQ/3PpN2/4P3/2N5/PPP2PPP/R4RK1 w - - 1 17
CmAh08GF,3r1rk1/ppq2pp1/2pbb2p/4p2n/1PP5/P1N1P1B1/2Q1BPPP/R2R2K1 w - - 1 17
FpZiajAh,8/8/3r2kp/n2P2p1/8/8/3p4/3K4 w - - 0 49
uFREIMDF,7r/3R4/p1P1k3/p2R2p1/B4pP1/1P3P2/P1r5/5K2 w - - 17 47
4Wozw7Zh,7k/pp4p1/1np4p/5r2/1P3P1P/PB4P1/2Pr4/5RK1 w - - 0 33
GIoSZf5k,rnb1kbnr/ppppqp1p/8/4P3/2B2pp1/5N2/PPPP2PP/RNBQK2R w KQkq - 0 6
9r2yzwRq,3N4/8/3k4/p1pn1K1P/1p4P1/8/PP6/8 w - - 0 43
e4UoYNOg,2r2rk1/1p3ppp/p3pb2/8/8/P4N2/BqPQ1PPP/R4bK1 w - - 0 21
sn4zdyQb,r5k1/5pp1/p1n5/1pP4p/1PB1r3/P4b2/q7/4K3 w - - 0 30
ppPlxT3Q,r2q1rk1/ppp1b2p/3pbp2/4n1p1/2P5/PPN2N1P/1B1PP3/R2QK2R w KQ - 0 14
D0idNTxu,rnbqk1nr/pppp1ppp/3b4/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3
yTbYtCF6,8/8/1p5b/1P6/8/4pkp1/8/4K2q w - - 0 60
AEIBxJhK,rnbqkb1r/ppppn2p/6p1/4p3/2B1p1P1/5Q2/PPPP1P1P/RNB1K1NR w KQkq - 0 6
mwcADhNn,8/8/8/8/4b3/4k3/4r3/2K5 w - - 46 82
ygHSZzNE,1k6/8/8/N1Q5/4Q3/p7/P6P/6K1 w - - 0 48
9MESu3hH,r3k2r/ppp2ppp/4p3/3pP3/b1P1Q2P/P3P1P1/2P5/R1BK1q2 w kq - 0 19
tBXOrjlO,2R5/8/8/3R4/8/1P5P/4k1P1/6K1 w - - 15 51
J5DYrnEf,4r3/4Nk1p/5P1P/1p1p1K2/bP3PQ1/4rn2/7q/8 w - - 11 41
o5ZRUXrY,6k1/2pK4/1p1b3p/1P5P/8/4p3/8/5q2 w - - 0 40
e5CGewyU,4r3/5k1p/6p1/1q6/5K2/8/8/8 w - - 11 45
fV2cuf3p,3r1rk1/p4ppp/Bp5P/2p5/P3pP2/1PP1P1P1/3q4/R2K2NR w - - 0 22
baOLL2ej,r1bqk2r/ppppbppp/2n2n2/4p3/3PP3/2P2N2/PP3PPP/RNBQKB1R w KQkq - 1 5
tHHd8ejz,8/8/1n6/4n3/1P6/8/5RK1/1k6 w - - 7 51
E9Es660b,6k1/3b4/p1p1pBB1/3rp1P1/1r6/2pK4/8/7R w - - 2 33
0Hl7FLEs,4k2r/7p/2n1P1p1/1q6/1p2pP2/1P2B3/2PK2RP/r3b3 w k - 4 31
6pOeX4hN,5k2/8/3b1pKp/p1pP4/2R2PP1/8/8/8 w - - 2 36
zALflmF8,r3k2r/p1pn1pp1/1p5p/4p3/NB1pP3/1P3P2/P3K3/2q5 w kq - 0 23
F8euV2Zp,r1b1kb1r/ppp1pppp/2n5/8/3P4/4QN2/PPq2PPP/R3K2R w KQkq - 0 11
VC0euQZC,b5k1/p2n1p1p/5p2/2p5/7N/2P5/PP3PPP/3R2K1 w - - 1 21
F0rtsvLh,rn3r1k/pp4p1/2p4p/5p2/P3p3/2P1K1P1/2b1B3/4B1N1 w - - 0 21
vI6soB0y,r2qk2r/2pbbppp/p7/3Q4/5B2/2P5/PP2BPPP/R3K2R w KQkq - 1 14
RHqtUgcA,3q1r1k/p3p2p/5bp1/5p2/8/P5P1/2R2P1P/4Q1K1 w - - 2 30
pCdIqYQn,rn1q1rk1/pbppnpbp/1p4pB/8/3Qp3/2N2N2/PPP2PPP/R3KB1R w KQ - 0 10
7DyaFpEQ,5r1k/p5pp/6Q1/4p3/4P1P1/2NP1n2/PPPq4/R2K3R w - - 3 26
gDy9stbN,r2q2k1/2p2ppp/p2b1n2/1p3bB1/8/1BN2P2/PPP3PP/4R1K1 w - - 0 18
4C9wlcMh,rn1qkb1r/2p1pppp/pp1p4/4N3/2B1b3/8/PPPP1PPP/R1BQK2R w KQkq - 0 8
J2JnXESd,1r1kn3/p1p2ppp/3q4/8/1P6/P1QP2PP/4nPB1/2R3K1 w - - 2 27
fYXWmMQo,r4r1k/1bpQ4/pp3P1p/4p1pB/2Ppq3/8/P5PP/5RK1 w - - 5 33
0izXEQL0,2r3k1/p4pp1/2Nn3p/3p4/3P4/2P1B3/2K4P/1Q2R3 w - - 1 34
C7ZN9Vt6,r2q1rk1/1b2bpp1/p1n4p/1p1n4/3PN3/1p4P1/PB1N1PBP/R2Q1RK1 w - - 0 16
nXAMBzZC,8/p7/Kq6/2k5/8/8/8/6b1 w - - 14 66
PDmTWzdY,4k3/7Q/5Q2/6Q1/8/8/8/6K1 w - - 9 63
l33LvAGO,7k/5p1p/6pB/P4r2/4r3/3p4/1P6/4K3 w - - 0 39
VVMmBXVj,2k5/R1Br4/1P1K4/P7/8/8/8/7b w - - 5 61
J7LsFrHs,6k1/p6p/6p1/8/3p2Q1/1P6/P4PP1/4R1K1 w - - 0 27
nrOeTNGE,8/8/8/8/p7/kp3P2/N5K1/1R6 w - - 4 59
o8It5NwS,2krr3/1pp5/p2q2bp/4n3/5Bnp/P2P4/1P3P2/R2QR1K1 w - - 2 24
KYR2S7f1,5n2/kp5p/8/1Q6/Pb1P4/4P3/3N1PPP/RNR3K1 w - - 3 27
lUfS2I5H,1r2r1k1/5p2/8/p3R1p1/3p4/Kq1P4/8/8 w - - 1 39
9GK7Wbwa,8/8/4k1K1/5R2/8/1n6/8/8 w - - 7 56
RQKVDRu3,4Rrk1/1p3p1p/6p1/8/8/Q1P4P/PP1q1PP1/4R1K1 w - - 5 34
gzD3S9qf,rn2kbnr/pp4pp/4p3/4N1B1/3pp3/2N5/PPP2PPP/R2QK2R w KQkq - 0 9
aqIy0Ek9,r3r1k1/2p2p1p/p1p3p1/3p3n/3Qq3/PP2P1Pb/1BP2P1P/1R2R1K1 w - - 0 20
F9LhXEvk,8/2qP3p/6pk/1p6/8/7P/6PK/8 w - - 2 48
scqVJjj2,2k4r/ppp2p2/2n3p1/8/3P1N2/3BP3/PP3PPr/R4RK1 w - - 0 19
BoBZJpRS,5b1r/Np2ppp1/nB1k3p/1B1p4/3P4/8/r2n1PPP/1R2R1K1 w - - 4 19
5VAOl0rA,2rq1rk1/1Q1n1ppp/p4b2/5N2/8/2P5/PP3PPP/R1B2RK1 w - - 1 18
TMNMnaD7,r3qb2/pp1k1NQ1/n1p1p3/3pP3/8/2N5/PP3P1r/n1B2KR1 w - - 1 21
ERl5w1Lb,r4r2/1ppk2p1/p1np2qp/1Q2p3/4P2B/5N2/PPP2PPP/2KR3R w - - 0 16
XLvG0Fxw,4r1k1/1pp2ppp/p7/8/4NKP1/P6P/1P6/n2R4 w - - 1 26
kI6eU49k,5Bk1/p7/1p3KpQ/2p4p/8/P1PB3P/1PP3q1/8 w - - 19 40
wbR4KA2i,8/p7/8/1pp1k2p/7P/2N1KP1B/PP6/8 w - - 0 42
eTcONlGD,2kr1b1r/pppbqppp/2np1n2/4p3/P1B1P3/2P2N2/1P1P1PPP/RNBQR1K1 w - - 1 8
AFrSI2mE,r3k2r/1ppbbppp/p1n5/1B1p4/8/5N2/PPPP1PPP/R1B1R1K1 w kq - 0 11
Of7utwYA,1r1r1k2/pp3p2/2pbpq2/3p1P1R/2PP4/2P2Q2/P6P/1RB3K1 w - - 3 24
MbJQrZqR,rnk2b1r/pb1q1p2/1p1p1B2/1PpP4/2P3pp/P1NB4/3N1PPP/R2QR1K1 w - - 1 20
57CfXLeQ,r3q1k1/p1p1nrb1/1p4pp/3p4/2BPb3/1QP1B3/PP2N1PP/5RK1 w - - 0 18
6jtIjE2R,3r1r2/pp1b1p1k/1qp1pbpp/3n3n/3N3Q/1NPB3P/PP1B1PP1/R3R1K1 w - - 8 20
jsfpSHaf,7Q/2pk1ppp/4p3/3p4/3P1B2/2P1P3/Prbn1PPP/R1R3K1 w - - 3 22
CPDDgugd,r4r2/pp3p1k/1q2pP2/1b1p1nQ1/3n4/PP1B4/5PPP/R4RK1 w - - 1 21
RXnpG2TZ,5rr1/pp1k3p/2pb4/7B/4N3/4P1p1/PP3P1P/2RR2K1 w - - 0 25
FgNBqN3z,r3r2k/pp4p1/1q4n1/3p2Bn/1b1p2bN/1Q6/PPP2PPP/R4K1R w - - 0 20
ploTbJ6s,3r4/5ppk/7p/4p2P/QP2n1P1/1Nq5/B1P1r3/2K2R2 w - - 3 36
hbxnJvqu,r6r/pp1bqk2/2p3p1/2Pp1p2/PP1PpPn1/2N1P1P1/2BQ3P/R2N2K1 w - - 3 25
eZH6krXF,6k1/pp4pp/4b3/3pP3/1P1q4/P1rB4/2P3PP/1K2R2R w - - 9 26
qKXrw2ki,6rk/7p/2Rbqp2/5p2/3Q1P2/1P4P1/P6P/3R2K1 w - - 0 29
FhfFRSoX,8/8/3Q4/6K1/2k5/8/8/8 w - - 13 75
EHmTVpmX,6k1/6pp/5p2/ppRb4/3p1p2/1P1P4/P4NPP/4r1K1 w - - 2 32
XUuJhAEP,r1bq1b1r/pp2k3/2p1pnB1/3p2B1/3PpQ2/4P3/PPP2PPP/R3K2R w KQ - 6 15
1CEn79ih,6k1/1p3pp1/4p2p/p7/N1P5/P5rP/1P1r1PqK/Q4R2 w - - 2 27
EHODQ73d,rb3rk1/1p3ppp/2n1pn2/p1P5/3P4/P3BB1P/1P3PPq/RN1Q1RK1 w - - 3 14
Wt4pO0yV,Q7/5ppk/1R5p/2p5/4P3/8/P1P2PPP/q5K1 w - - 1 30
37DIkyQP,rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2
BThm18qK,8/8/2k5/5K2/3bq3/8/8/8 w - - 48 98
IgqWb3wU,k2r4/1Rp3pp/p1P2p2/b3p3/8/3P1P2/5P1P/6K1 w - - 2 29
TAdphcbm,2r1r1k1/1p1q1pbp/p1p3p1/P2pp3/2PP4/3BP1P1/1PRQ2PP/5RK1 w - - 0 21
63lPam9c,rnbq1r2/ppb2pp1/2p1p1k1/3nP1N1/3P4/2N4Q/PP3PPP/R1B2RK1 w - - 6 16
I400IkFs,2r5/pp3pk1/4p2p/4q1n1/3p4/4N1P1/PP2BP1K/3R4 w - - 2 31
Q9Bk2G35,r1b1k3/pp4b1/2p1p1N1/6Np/3P1rn1/1B2P3/PP3PPP/2R2RK1 w - - 3 23
irRJlNd6,q4rk1/5r1p/2R3p1/1p6/3P4/1P2P1P1/5PQP/5RK1 w - - 5 32
bubeMcp6,r3k2r/pp2bppp/1qn1pn2/2pp1b2/3P1B2/1PP1PN2/P2N1PPP/2RQKB1R w Kkq - 2 9
pxoOFfHH,r2qr1k1/Bppn1ppp/3p1bn1/3P3Q/8/1BN4P/PPP2PP1/R4RK1 w - - 1 18
Av8udV1F,2kr3r/ppp1np2/4p3/3p4/PP1P2np/2P1PQ1P/3N1PPq/R4RK1 w - - 2 19
RIrGfA5F,5rk1/ppQ2p2/3p2p1/3P3p/2P2P2/1P6/P4nPP/6RK w - - 1 32
GlTzWj5E,rr4k1/5ppp/4p3/pN6/2P5/P1b5/6PP/1K1RR3 w - - 0 24
lFN4Gvv1,r4rk1/ppp1q1b1/1n2b1pp/3p4/3Pp3/2P1P1P1/PPQ1BPP1/RN2K2R w KQ - 0 18
cJRIpA0K,r2BRnk1/p4ppp/8/2p5/3p4/3P1N2/PP4PP/R2n2K1 w - - 1 20
4u0MUqHf,4Q3/8/8/3K4/8/5pk1/8/8 w - - 0 54
68pMrUFp,r3r1k1/p4p1p/5p2/q7/8/4p3/PPP2PPP/R3R1K1 w - - 0 22
hz2R5AX6,r2qr1k1/bbp2ppp/p3p3/1p6/3P1P2/P1P3N1/BPQB1nPP/R4R1K w - - 1 18
ZbjPJQvo,8/8/K1k5/6p1/6Pp/q6P/8/8 w - - 6 62
rbcpm9pr,1k3r2/3Q4/3p4/3Bp3/4P3/5P2/1PPRKP1P/7q w - - 4 36
3fubUQ1L,3r1r2/p1p2pkp/1p4p1/3np1q1/6B1/2Q4P/PPP2P2/2KR3R w - - 0 22
QYc8zif6,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2
afXDSWwS,rnbqkbnr/pp4pp/4pp2/3p4/3P4/4PN2/PP3PPP/RNBQKB1R w KQkq - 0 6
kzO8xpo0,8/1p1q1k1p/p1np1N2/7p/2pP1P2/4Q2P/PPP2P2/2K3r1 w - - 0 28
lfKoLKHr,2r1r2b/1b5p/p3k3/q1BpPN1Q/5P2/1N4P1/P4KP1/R7 w - - 1 30
DcNnJYPu,r5k1/pp2q1pp/3p2b1/2pPn3/8/2NB2P1/PPP4P/1K1RRr2 w - - 0 22
4ohxsOYi,8/8/8/3kr3/2R5/1K6/8/8 w - - 6 59
nBIWZ8Fi,8/p3k3/1p6/1P5p/2p1r3/P7/6PP/5r1K w - - 0 38
IIlpa2I0,2r3k1/3R2pp/pp2p3/6r1/1PP5/P6P/1Q3PqK/5R2 w - - 2 28
Fl7n8wyn,5r2/8/6k1/pNR4p/P1PpP3/1P1P1p1P/5K2/8 w - - 1 43
kATFCmb6,r4rk1/3p1ppp/p3q1n1/1b1Np1B1/4P3/1P3PP1/2PbB2P/2KR3R w - - 0 20
8BHaVwSf,1Q6/2p2pkp/r1q1bp2/3p4/1b1P4/5N2/PPP2PPP/R4RK1 w - - 3 21
JHs2yQVf,8/5Q2/7k/5R2/8/2P3Pp/1P6/6K1 w - - 11 61
WOwzREnN,2r1r1k1/1ppqbppp/p7/P3nb2/Q2PpB2/2P4P/1P2BPP1/R4RK1 w - - 0 16
vCxVnALT,r5k1/1p3ppp/p7/2pP4/8/6P1/P1b1r2K/4q3 w - - 1 33
